date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3
12820,14:20:37,3,5001,5.0.14.0,1,1,expectations,VAS_factor3E_VAS,0,0,0,0,27,1,8707,1,How calm/relaxed do you expect to be after drinking the beer?,0,1,calm/relaxed,0,1,excited/tense,0
12820,14:20:37,3,5001,5.0.14.0,1,2,expectations,VAS_likingE_VAS,0,0,0,0,40,1,6388,1,How much do you expect to LIKE the beer?,0,1,not at all,0,1,extremely,0
12820,14:20:37,3,5001,5.0.14.0,1,3,expectations,VAS_bitterE_VAS,0,0,0,0,66,1,5819,1,How BITTER do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:20:37,3,5001,5.0.14.0,1,4,expectations,VAS_factor2E_VAS,0,0,0,0,37,1,5096,1,How contented/happy do you expect to be after drinking the beer?,0,1,happy,0,1,sad,0
12820,14:20:37,3,5001,5.0.14.0,1,5,expectations,VAS_satisE_VAS,0,0,0,0,39,1,4253,1,How satisfied do you expect to be with the product?,0,1,not at all,0,1,extremely,0
12820,14:20:37,3,5001,5.0.14.0,1,6,expectations,VAS_factor1E_VAS,0,0,0,0,43,1,4390,1,How alert/energetic do you expect to be after drinking the beer?,0,1,alert,0,1,drowsy,0
12820,14:20:37,3,5001,5.0.14.0,1,7,expectations,VAS_refreshmentE_VAS,0,0,0,0,59,1,3829,1,How REFRESHING do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:20:37,3,5001,5.0.14.0,1,8,expectations,VAS_bodyE_VAS,0,0,0,0,28,1,6508,1,How FULL-BODIED do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:35:23,4,5002,5.0.14.0,1,1,expectations,VAS_satisE_VAS,0,0,0,0,78,1,4352,1,How satisfied do you expect to be with the product?,0,1,not at all,0,1,extremely,0
12820,14:35:23,4,5002,5.0.14.0,1,2,expectations,VAS_bodyE_VAS,0,0,0,0,68,1,8937,1,How FULL-BODIED do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12820,14:35:23,4,5002,5.0.14.0,1,3,expectations,VAS_refreshmentE_VAS,0,0,0,0,82,1,2356,1,How REFRESHING do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:35:23,4,5002,5.0.14.0,1,4,expectations,VAS_factor3E_VAS,0,0,0,0,13,1,4781,1,How calm/relaxed do you expect to be after drinking the beer?,1,1,calm/relaxed,1,1,excited/tense,1
12820,14:35:23,4,5002,5.0.14.0,1,5,expectations,VAS_factor1E_VAS,0,0,0,0,72,1,2813,1,How alert/energetic do you expect to be after drinking the beer?,1,1,alert,1,1,drowsy,1
12820,14:35:23,4,5002,5.0.14.0,1,6,expectations,VAS_bitterE_VAS,0,0,0,0,30,1,3604,1,How BITTER do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:35:23,4,5002,5.0.14.0,1,7,expectations,VAS_factor2E_VAS,0,0,0,0,13,1,5684,1,How contented/happy do you expect to be after drinking the beer?,1,1,happy,1,1,sad,1
12820,14:35:23,4,5002,5.0.14.0,1,8,expectations,VAS_likingE_VAS,0,0,0,0,84,1,2761,1,How much do you expect to LIKE the beer?,0,1,not at all,0,1,extremely,0
12820,14:58:12,5,3003,5.0.14.0,1,1,expectations,VAS_bitterE_VAS,0,0,0,0,25,1,5447,1,How BITTER do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:58:12,5,3003,5.0.14.0,1,2,expectations,VAS_bodyE_VAS,0,0,0,0,57,1,4505,1,How FULL-BODIED do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:58:12,5,3003,5.0.14.0,1,3,expectations,VAS_satisE_VAS,0,0,0,0,70,1,2875,1,How satisfied do you expect to be with the product?,0,1,not at all,0,1,extremely,0
12820,14:58:12,5,3003,5.0.14.0,1,4,expectations,VAS_refreshmentE_VAS,0,0,0,0,84,1,2745,1,How REFRESHING do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12820,14:58:12,5,3003,5.0.14.0,1,5,expectations,VAS_factor2E_VAS,0,0,0,0,25,1,3170,1,How contented/happy do you expect to be after drinking the beer?,0,1,happy,0,1,sad,0
12820,14:58:12,5,3003,5.0.14.0,1,6,expectations,VAS_factor1E_VAS,0,0,0,0,36,1,2947,1,How alert/energetic do you expect to be after drinking the beer?,0,1,alert,0,1,drowsy,0
12820,14:58:12,5,3003,5.0.14.0,1,7,expectations,VAS_factor3E_VAS,0,0,0,0,41,1,3079,1,How calm/relaxed do you expect to be after drinking the beer?,0,1,calm/relaxed,0,1,excited/tense,0
12820,14:58:12,5,3003,5.0.14.0,1,8,expectations,VAS_likingE_VAS,0,0,0,0,79,1,3483,1,How much do you expect to LIKE the beer?,0,1,not at all,0,1,extremely,0
12820,15:16:26,6,1004,5.0.14.0,1,1,expectations,VAS_factor1E_VAS,0,0,0,0,41,1,24872,1,How alert/energetic do you expect to be after drinking the beer?,0,1,alert,0,1,drowsy,0
12820,15:16:26,6,1004,5.0.14.0,1,2,expectations,VAS_bodyE_VAS,0,0,0,0,41,1,5892,1,How FULL-BODIED do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12820,15:16:26,6,1004,5.0.14.0,1,3,expectations,VAS_factor3E_VAS,0,0,0,0,30,1,5657,1,How calm/relaxed do you expect to be after drinking the beer?,1,1,calm/relaxed,1,1,excited/tense,1
12820,15:16:26,6,1004,5.0.14.0,1,4,expectations,VAS_likingE_VAS,0,0,0,0,58,1,3549,1,How much do you expect to LIKE the beer?,1,1,not at all,1,1,extremely,1
12820,15:16:26,6,1004,5.0.14.0,1,5,expectations,VAS_satisE_VAS,0,0,0,0,55,1,2886,1,How satisfied do you expect to be with the product?,1,1,not at all,1,1,extremely,1
12820,15:16:26,6,1004,5.0.14.0,1,6,expectations,VAS_refreshmentE_VAS,0,0,0,0,67,1,13786,1,How REFRESHING do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12820,15:16:26,6,1004,5.0.14.0,1,7,expectations,VAS_bitterE_VAS,0,0,0,0,30,1,4236,1,How BITTER do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12820,15:16:26,6,1004,5.0.14.0,1,8,expectations,VAS_factor2E_VAS,0,0,0,0,19,1,5202,1,How contented/happy do you expect to be after drinking the beer?,1,1,happy,1,1,sad,1
12920,14:19:42,1,2005,5.0.14.0,1,1,expectations,VAS_satisE_VAS,0,0,0,0,76,1,30553,1,How satisfied do you expect to be with the product?,0,1,not at all,0,1,extremely,0
12920,14:19:42,1,2005,5.0.14.0,1,2,expectations,VAS_bitterE_VAS,0,0,0,0,61,1,206562,1,How BITTER do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12920,14:19:42,1,2005,5.0.14.0,1,3,expectations,VAS_refreshmentE_VAS,0,0,0,0,79,1,6645,1,How REFRESHING do you expect the beer to be?,1,1,not at all,1,1,extremely,1
12920,14:19:42,1,2005,5.0.14.0,1,4,expectations,VAS_factor1E_VAS,0,0,0,0,42,1,5756,1,How alert/energetic do you expect to be after drinking the beer?,1,1,alert,1,1,drowsy,1
12920,14:19:42,1,2005,5.0.14.0,1,5,expectations,VAS_likingE_VAS,0,0,0,0,78,1,7428,1,How much do you expect to LIKE the beer?,1,1,not at all,1,1,extremely,1
12920,14:19:42,1,2005,5.0.14.0,1,6,expectations,VAS_bodyE_VAS,0,0,0,0,43,1,5332,1,How FULL-BODIED do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:19:42,1,2005,5.0.14.0,1,7,expectations,VAS_factor3E_VAS,0,0,0,0,41,1,5774,1,How calm/relaxed do you expect to be after drinking the beer?,1,1,calm/relaxed,1,1,excited/tense,1
12920,14:19:42,1,2005,5.0.14.0,1,8,expectations,VAS_factor2E_VAS,0,0,0,0,26,1,4960,1,How contented/happy do you expect to be after drinking the beer?,1,1,happy,1,1,sad,1
12920,14:33:46,2,3006,5.0.14.0,1,1,expectations,VAS_factor2E_VAS,0,0,0,0,29,1,5813,1,How contented/happy do you expect to be after drinking the beer?,0,1,happy,0,1,sad,0
12920,14:33:46,2,3006,5.0.14.0,1,2,expectations,VAS_bitterE_VAS,0,0,0,0,90,1,8015,1,How BITTER do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:33:46,2,3006,5.0.14.0,1,3,expectations,VAS_factor3E_VAS,0,0,0,0,2,1,4181,1,How calm/relaxed do you expect to be after drinking the beer?,0,1,calm/relaxed,0,1,excited/tense,0
12920,14:33:46,2,3006,5.0.14.0,1,4,expectations,VAS_satisE_VAS,0,0,0,0,64,1,4057,1,How satisfied do you expect to be with the product?,0,1,not at all,0,1,extremely,0
12920,14:33:46,2,3006,5.0.14.0,1,5,expectations,VAS_likingE_VAS,0,0,0,0,45,1,3661,1,How much do you expect to LIKE the beer?,0,1,not at all,0,1,extremely,0
12920,14:33:46,2,3006,5.0.14.0,1,6,expectations,VAS_factor1E_VAS,0,0,0,0,56,1,4929,1,How alert/energetic do you expect to be after drinking the beer?,0,1,alert,0,1,drowsy,0
12920,14:33:46,2,3006,5.0.14.0,1,7,expectations,VAS_bodyE_VAS,0,0,0,0,88,1,5427,1,How FULL-BODIED do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:33:46,2,3006,5.0.14.0,1,8,expectations,VAS_refreshmentE_VAS,0,0,0,0,58,1,3520,1,How REFRESHING do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:53:24,3,1007,5.0.14.0,1,1,expectations,VAS_likingE_VAS,0,0,0,0,52,1,14349,1,How much do you expect to LIKE the beer?,1,1,not at all,1,1,extremely,1
12920,14:53:24,3,1007,5.0.14.0,1,2,expectations,VAS_satisE_VAS,0,0,0,0,52,1,11914,1,How satisfied do you expect to be with the product?,1,1,not at all,1,1,extremely,1
12920,14:53:24,3,1007,5.0.14.0,1,3,expectations,VAS_bitterE_VAS,0,0,0,0,71,1,6392,1,How BITTER do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:53:24,3,1007,5.0.14.0,1,4,expectations,VAS_refreshmentE_VAS,0,0,0,0,3,1,5857,1,How REFRESHING do you expect the beer to be?,0,1,not at all,0,1,extremely,0
12920,14:53:24,3,1007,5.0.14.0,1,5,expectations,VAS_factor2E_VAS,0,0,0,0,12,1,5695,1,How contented/happy do you expect to be after drinking the beer?,0,1,happy,0,1,sad,0
12920,14:53:24,3,1007,5.0.14.0,1,6,expectations,VAS_factor3E_VAS,0,0,0,0,17,1,5475,1,How calm/relaxed do you expect to be after drinking the beer?,0,1,calm/relaxed,0,1,excited/tense,0
12920,14:53:24,3,1007,5.0.14.0,1,7,expectations,VAS_bodyE_VAS,0,0,0,0,20,1,6440,1,How FULL-BODIED do you expect the beer to be?,0,1,not at all,0,1,extremely,0
